,wp-admin/js/post.js,wp-includes/css/media-views-rtl.css,wp-includes/js/plupload/plupload.html5.js,wp-includes/js/wp-lists.js,wp-includes/css/wp-pointer-rtl.css,wp-includes/js/plupload/plupload.html4.js,wp-includes/css/editor.css,wp-includes/js/plupload/plupload.flash.js,wp-includes/js/tinymce/wp-tinymce.js.gz,wp-includes/js/imgareaselect/jquery.imgareaselect.js,wp-includes/css/dashicons.css,wp-includes/css/buttons-rtl.css,wp-admin/js/common.dev.js,wp-admin/js/link.js,wp-includes/js/imgareaselect/jquery.imgareaselect.dev.js,wp-admin/js/customize-controls.dev.js,wp-admin/css/install.css,wp-includes/css/admin-bar.css,wp-includes/js/plupload/wp-plupload.dev.js,wp-admin/js/nav-menu.js,wp-includes/js/tinymce/plugins/wordpress/editor_plugin_src.js,wp-includes/css/media-views.css,wp-includes/js/jquery/jquery.js,wp-includes/js/tinymce/plugins/wpeditimage/editor_plugin_src.js,wp-includes/js/customize-preview.js,wp-includes/js/plupload/plupload.silverlight.js,wp-admin/css/install-rtl.css,wp-admin/css/edit.css ,wp-admin/js/dashboard.js,wp-includes/css/wp-pointer.css,wp-includes/css/admin-bar-rtl.css,wp-admin/js/post.dev.js,wp-includes/js/wp-lists.dev.js,wp-admin/css/wp-admin-rtl.css,wp-admin/css/wp-admin.dev.css,wp-includes/js/swfobject.js,wp-includes/js/plupload/wp-plupload.js,wp-admin/js/theme.js,wp-includes/js/plupload/plupload.js,wp-includes/js/plupload/handlers.dev.js,wp-admin/js/customize-controls.js,wp-includes/css/editor.dev.css,wp-includes/css/buttons.css,wp-admin/js/link.dev.js,wp-includes/js/customize-preview.dev.js,Version
15531,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15532,37308,48995,0,25282,4027,0,32907,0,0,38132,50341,9570,0,3875,0,0,6989,25781,0,42475,0,48996,96873,0,27969,0,6990,27635,18858,4022,25786,0,0,455,0,10231,12806,54392,60314,0,290802,0,9569,0,0,5.2.1
15533,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15534,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15535,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15536,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15537,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15538,0,48049,0,25235,4026,0,32033,0,208202,38132,48813,9484,0,0,0,0,0,25094,0,0,0,48051,96874,0,27836,0,0,0,0,4021,25099,0,0,0,0,10231,12726,0,60314,0,0,0,9483,0,0,4.9.11
15539,37355,48382,0,25282,4024,0,32823,0,0,38132,48809,9599,0,3875,0,0,6982,25178,0,42475,0,48383,96873,0,27969,0,6983,0,19605,4019,25183,0,0,421,0,10231,12806,54392,60314,0,290802,0,9598,0,0,5.1.2
15541,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15542,37355,48382,0,25282,4024,0,32823,0,0,38132,48809,9599,0,3875,0,0,6982,25178,0,42475,0,48383,96873,0,27969,0,6983,0,19605,4019,25183,0,0,421,0,10231,12806,54392,60314,0,290802,0,9598,0,0,5.1.2
15543,37355,48382,0,25282,4024,0,32823,0,0,38132,48809,9599,0,3875,0,0,6982,25178,0,42475,0,48383,96873,0,27969,0,6983,28996,19605,4019,25183,0,0,421,0,10231,12806,54392,60314,0,290802,0,9598,0,0,5.1.2
15545,37410,47837,0,25235,4026,0,32204,0,208317,38132,48813,9410,0,2247,0,0,7020,25094,0,42256,0,47838,96874,0,27836,0,7021,28637,16585,4021,25099,0,0,421,0,10231,12726,54364,60314,0,289044,0,9409,0,0,5.0.6
15547,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15548,37410,47837,112832,25235,4026,112826,32204,112832,208317,38132,48813,9410,112832,2247,112825,112834,7020,25094,112834,42256,112834,47838,96874,112834,27836,112834,7021,28637,16585,4021,25099,112831,112834,421,112834,10231,12726,54364,60314,112828,289044,112834,9409,112834,112834,5.0.6
15550,37409,51084,0,25235,3878,0,34194,0,200338,38133,48855,10607,0,2247,0,0,7393,25581,0,42334,0,51087,96874,0,26139,0,7394,28392,16541,3873,25587,0,0,421,0,10231,12714,52899,0,0,166341,0,10606,0,0,4.8.10
15553,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15554,37407,49356,224465,25282,4027,224454,32907,224454,224465,38132,50341,9868,0,3875,224465,0,5911,25857,224465,42482,224465,49358,96873,224434,27969,224466,5912,27635,18858,4022,25862,0,224434,455,0,10231,12806,54392,60314,224434,290802,224466,9867,0,224466,5.2.3
15555,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15556,37409,51084,0,25235,3878,0,34194,0,200338,38133,48855,10607,0,2247,0,0,7393,25581,0,42334,0,51087,96874,0,26139,0,7394,28392,16541,3873,25587,0,0,421,0,10231,12714,52899,0,0,166341,0,10606,0,0,4.8.9
15557,37409,50294,0,25235,3878,0,34208,0,182891,38133,48855,9814,0,2247,0,0,7393,25653,0,41574,0,50296,97184,0,26139,0,7394,28574,5790,3873,25659,0,0,421,0,10231,12714,51828,0,0,166059,0,9814,0,0,4.7.13
15558,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,0,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15559,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15561,37409,50294,0,25235,3878,0,34208,0,182891,38133,48855,9814,0,2247,0,0,7393,25653,0,41574,0,50296,96874,0,26139,0,7394,28574,5790,3873,25659,0,0,421,0,10231,12714,51828,0,0,166059,0,9814,0,0,4.7.14
15563,564,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,570,564,0,582,569,25857,0,568,0,49358,96873,0,27969,0,573,570,570,4022,25862,568,0,574,575,10231,12806,565,60314,0,579,0,9867,569,0,5.2.3
15564,37355,48382,0,25282,4024,0,32823,0,0,38132,48809,9599,0,3875,0,0,6982,25178,0,42475,0,48383,96873,0,27969,0,6983,28996,19605,4019,25183,0,0,421,0,10231,12806,54392,60314,0,290802,0,9598,0,0,5.1.2
15565,0,50069,0,12108,3878,0,33797,0,512875,38133,48855,9708,0,0,0,0,0,25606,0,0,0,50071,96874,0,6566,0,0,0,0,3873,25612,0,0,0,0,10231,12714,0,0,0,0,0,9709,0,0,4.6.15
15566,37355,48382,0,25282,4024,0,32823,0,0,38132,48809,9599,0,3875,0,0,6982,25178,0,42475,0,48383,96873,0,27969,0,6983,28996,19605,4019,25183,0,0,421,0,10231,12806,54392,60314,0,290802,0,9598,0,0,5.1.2
15569,37409,50294,85402,25235,3878,85402,34208,85402,182891,38133,48855,9814,85402,2247,85402,85402,7393,25653,85402,41574,85402,50296,96874,85402,26139,85402,7394,28574,5790,3873,25659,85402,85402,421,85402,10231,12714,51828,85402,85402,166059,85402,9814,85402,85402,4.7.14
15570,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15572,37410,48049,105748,25235,4026,105748,32033,105748,208202,38132,48813,9484,105748,2247,105748,105748,7020,25094,105748,42256,105748,48051,96874,105748,27836,105748,7021,28901,16585,4021,25099,105748,105748,421,105748,10231,12726,54364,60314,105748,289044,105748,9483,105748,105748,4.9.11
15574,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15575,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15576,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15577,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15578,31686,46895,0,11169,3864,0,35049,0,134774,37069,42627,9265,0,2247,0,0,6187,23249,0,39054,0,46896,95807,0,3871,0,6187,0,5783,3859,23253,0,0,422,0,10231,10560,43713,0,0,34254,0,9264,0,0,4.0.27
15579,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15581,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15582,37409,51084,0,25235,3878,0,34194,0,618418,38133,48855,10607,0,2247,0,0,7393,25581,0,42334,0,51087,96874,0,26139,0,7394,28392,16541,3873,25587,0,0,421,0,10231,12714,52899,0,0,166341,0,10606,0,0,4.8.10
15584,38388,48049,0,25235,4026,0,32033,0,208202,38132,48813,9484,0,2247,0,0,7020,25094,0,42256,0,48051,96874,0,27836,0,7021,0,16585,4021,25099,0,0,421,0,10231,12726,54364,60314,0,289044,0,9483,0,0,4.9.11
15585,37355,48382,0,25282,4024,0,32823,0,0,38132,48809,9599,0,3875,0,0,6982,25178,0,42475,0,48383,97183,0,27969,0,6983,28996,19605,4019,25183,0,0,421,0,10231,12806,54392,60314,0,290802,0,9598,0,0,5.1.1
15586,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,0,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15587,37410,47837,21865,25235,4026,21865,32204,21865,208317,38132,48813,9410,21865,2247,21865,21865,7020,25094,21865,42256,21865,47838,97184,21865,27836,21865,7021,28637,16585,4021,25099,21865,21865,421,21865,10231,12726,54364,60314,21865,289044,21865,9409,21865,21865,5.0.3
15588,0,48049,0,25235,4026,0,32033,0,208202,38132,48813,9484,0,0,0,0,0,25094,0,0,0,48051,96874,0,27836,0,0,0,0,4021,25099,0,0,0,0,10231,12726,0,60314,0,0,0,9483,0,0,4.9.11
15589,37409,50294,0,25235,3878,0,34208,0,182891,38133,48855,9814,0,2247,0,0,7393,25653,0,41574,0,50296,96874,0,26139,0,7394,0,5790,3873,25659,0,0,421,0,10231,12714,51828,0,0,166059,0,9814,0,0,4.7.14
15590,37407,49356,0,25282,4027,0,32907,0,208317,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15591,37409,48049,0,25235,3799,0,31570,0,214099,38133,48813,9484,0,2247,0,0,7020,25094,0,42256,0,48051,97184,0,27836,0,7021,27395,16585,3794,25099,0,0,421,0,10231,12726,54364,60314,0,289000,0,9483,0,0,4.9.3
15593,37410,48049,0,25235,4026,132152,32033,0,208202,38132,48813,9484,0,2247,0,0,7020,25094,0,42256,133579,48051,96874,130796,27836,0,7021,28901,16585,4021,25099,0,0,421,0,10231,12726,54364,60314,134790,289044,132688,9483,0,0,4.9.11
15594,31455,40010,0,11169,3893,0,33232,0,0,37069,41582,8679,0,2247,0,0,4912,23340,0,38480,0,40006,0,0,3563,0,0,23866,5660,3886,23345,0,0,422,0,10231,10560,43871,0,0,0,0,8678,0,0,3.9.28
15595,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,0,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6.1
15597,37355,48382,0,25282,4024,0,32823,0,0,38132,48809,9599,0,3875,0,0,6982,25178,0,42475,0,48383,97183,0,27969,0,6983,28996,19605,4019,25183,0,0,421,0,10231,12806,54392,60314,0,290802,0,9598,0,0,5.1.1
15598,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15599,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,0,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15600,29703,48587,0,11169,3881,0,30953,0,149002,38133,48604,9719,0,2247,0,0,7131,25213,0,40593,0,48589,95977,0,4539,0,7131,28589,5790,3876,25219,0,0,421,0,10231,12692,46532,0,0,105643,0,9720,0,0,4.4.19
15601,37355,48382,0,11280,4024,0,32823,0,0,14560,48809,9599,0,3875,0,0,6982,25178,0,42475,0,48383,96866,0,15106,0,6983,28996,19605,4019,25183,0,0,421,0,10081,6114,54392,22307,0,290802,0,9598,0,0,5.1.2
15603,37407,41269,0,11280,3194,0,27181,0,0,14560,47521,6278,0,3875,0,0,5911,21060,0,42482,0,41271,96866,0,15106,0,5912,27635,18858,3189,21065,0,0,455,0,10081,6114,54392,22307,0,290802,0,6277,0,0,5.2.3
15604,37410,48049,0,25235,4026,0,32033,0,632543,38132,48813,9484,0,2247,0,0,7020,25094,0,42256,0,48051,96874,0,27836,0,7021,28901,16585,4021,25099,0,0,421,0,10231,12726,54364,60314,0,289044,0,9483,0,0,4.9.11
15605,37409,50069,0,25235,3878,0,34208,0,171859,38133,48855,9708,0,2247,0,0,7393,25653,0,41574,0,50071,97184,0,26041,0,7394,28574,5790,3873,25659,0,0,421,0,10231,12714,51828,0,0,164270,0,9709,0,0,4.7.3
15607,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9.11
15610,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15613,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9.8
15615,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96866,0,27969,0,5912,0,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15618,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,0,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15621,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15622,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15623,37355,48382,0,25282,4024,0,32823,0,0,38132,48809,9599,0,3875,0,0,6982,25178,0,42475,0,48383,96873,0,27969,0,6983,28996,19605,4019,25183,0,0,421,0,10231,12806,54392,60314,0,290802,0,9598,0,0,5.1.2
15624,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,0,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15625,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15626,37410,48049,0,25235,4026,0,32033,0,208202,38132,48813,9484,0,2247,0,0,7020,25094,0,42256,0,48051,96874,0,27836,0,7021,0,16585,4021,25099,0,0,421,0,10231,12726,54364,60314,0,289044,0,9483,0,0,4.9.11
15628,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15629,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15630,37407,0,79999,0,4027,79999,32907,79999,79999,38132,50341,9868,79999,3875,79999,79999,5911,0,79999,42482,79999,49358,96873,79999,27969,79999,5912,79999,18858,4022,0,79999,79999,455,79999,10231,12806,54392,60314,79999,290802,79999,9867,79999,79999,5.2.3
15631,37308,48995,0,25282,4027,0,32907,0,0,38132,50341,9702,0,3875,0,0,6989,25781,0,42475,0,48996,96873,0,27969,0,6990,27635,18858,4022,25786,0,0,455,0,10231,12806,54392,60314,0,290802,0,9701,0,0,5.2.2
15632,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15634,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15634,37410,48049,0,25235,4026,0,32033,0,208202,38132,48813,9484,0,2247,0,0,7020,25094,0,42256,0,48051,96874,0,27836,0,7021,28901,16585,4021,25099,0,0,421,0,10231,12726,54364,60314,0,289044,0,9483,0,0,4.9.11
15636,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15637,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15639,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15640,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15641,37407,41269,55150,11280,3194,53711,27181,54470,54619,14560,47521,6278,57819,3875,53480,58979,5911,21060,53881,42482,53436,41271,96866,54139,15106,55007,5912,27635,18858,3189,21065,58798,54002,455,58734,10081,6114,54392,22307,54959,290802,54418,6277,58129,54077,5.2.3
15642,37409,51084,0,25235,3878,0,34194,0,200338,38133,48855,10607,0,2247,0,0,7393,25581,0,42334,0,51087,96874,0,26139,0,7394,28392,16541,3873,25587,0,0,421,0,10231,12714,52899,0,0,166341,0,10606,0,0,4.8.10
15643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9.6
15644,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15645,37410,47837,0,25235,4026,0,32204,0,208317,38132,48813,9410,0,2247,0,0,7020,25094,0,42256,0,47838,96874,0,27836,0,7021,28637,16585,4021,25099,0,0,421,0,10231,12726,54364,60314,0,289044,0,9409,0,0,5.0.6
15646,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15647,37355,48382,0,25282,4024,0,32823,0,0,38132,48809,9599,0,3875,0,0,6982,25178,0,42475,0,48383,96873,0,27969,0,6983,28996,19605,4019,25183,0,0,421,0,10231,12806,54392,60314,0,290802,0,9598,0,0,5.1.2
15648,37409,48049,0,25235,3799,0,31570,0,214099,38133,48813,9484,0,2247,0,0,7020,25094,0,42256,0,48051,97184,0,27836,0,7021,27395,16585,3794,25099,0,0,421,0,10231,12726,54364,60314,0,289000,0,9483,0,0,4.9.3
15649,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15650,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,0,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15651,37409,50294,0,25235,3878,0,34208,0,182891,38133,48855,9814,0,2247,0,0,7393,25653,0,41574,0,50296,96874,0,26139,0,7394,28574,5790,3873,25659,0,0,421,0,10231,12714,51828,0,0,166059,0,9814,0,0,4.7.14
15653,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15654,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15655,0,0,0,0,0,0,0,0,208202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9.11
15656,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15658,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15659,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15661,37410,48049,0,25235,4026,0,32033,0,208202,38132,48813,9484,0,2247,0,0,7020,25094,0,42256,0,48051,96874,0,27836,0,7021,28901,16585,4021,25099,0,0,421,0,10231,12726,54364,60314,0,289044,0,9483,0,0,4.9.11
15662,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15664,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15666,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
15668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9.11
